"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 04 06:33:55 GMT 2023","Thu May 04 06:33:55 GMT 2023","364","tests.search_my_folder","test_search_folder","","","","test_search_folder",""
"passed","Thu May 04 06:33:53 GMT 2023","Thu May 04 06:33:53 GMT 2023","166","tests.download_file","test_download_file","","","","test_download_unknown_file",""
"passed","Thu May 04 06:33:52 GMT 2023","Thu May 04 06:33:52 GMT 2023","163","tests.delete_file","test_delete_func","","","","test_delete_unknown_file",""
"passed","Thu May 04 06:33:54 GMT 2023","Thu May 04 06:33:54 GMT 2023","608","tests.search_file","test_search_file","","","","test_search_file",""
"passed","Thu May 04 06:33:58 GMT 2023","Thu May 04 06:33:58 GMT 2023","80","tests.upload_file","test_upload_func","","","","test_unknown_link",""
"passed","Thu May 04 06:33:56 GMT 2023","Thu May 04 06:33:56 GMT 2023","186","tests.upload_file","test_upload_func","","","","test_upload_file",""
"passed","Thu May 04 06:33:53 GMT 2023","Thu May 04 06:33:54 GMT 2023","437","tests.rename_new_file","test_rename_file","","","","test_rename_file",""
"passed","Thu May 04 06:33:55 GMT 2023","Thu May 04 06:33:55 GMT 2023","150","tests.search_file","test_search_file","","","","test_search_unknown_file",""
"passed","Thu May 04 06:33:52 GMT 2023","Thu May 04 06:33:53 GMT 2023","508","tests.download_file","test_download_file","","","","test_download_file",""
"passed","Thu May 04 06:33:51 GMT 2023","Thu May 04 06:33:52 GMT 2023","769","tests.delete_file","test_delete_func","","","","test_delete_file",""
"passed","Thu May 04 06:33:49 GMT 2023","Thu May 04 06:33:50 GMT 2023","649","tests.add_new_folder","test_add_folder","","","","test_add_folder",""
